signal_id,date,source_type,source_name,source_url,title,summary,theme,tickers_mentioned,mapped_tickers,mapped_a_shares,evidence_strength,confidence,created_at
91a0973148b76890,2026-07-24,news,Google News: US domestic semiconductor supply chain advanced packaging materials equipment,https://news.google.com/rss/articles/CBMiswFBVV95cUxNWDZtZ0s0YlVCVFR1Q3UyYW5Bc01odjFjUG0wR2RwdkRoS2kzQm9kYVhONkNpVkkzdmN6bkJzZGRqaTdOS0ROWnNDSDd0emF5UmU5eUlnallUZk5QbHRaZzJlaWVsNk9hXzlhcjRROXlDRlpiSG1JUXRaMld2VGxNbFVSMUpFblplV1lxOXpNMGQ3M2RMU2ZoTVVWX1NKckNqWGJ4YVN1ZzNGQ2huMjdRZEFtTQ?oc=5,"Nvidia, Amkor Sign $1.5 Billion U.S. Chip Packaging Deal - TradingView","Nvidia, Amkor Sign $1.5 Billion U.S. Chip Packaging Deal TradingView",AI PCB and advanced packaging; Semiconductor materials and consumables,NVDA,AMAT; AMKR; ANET; ASML; AVGO; DELL; ENTG; INTC; LRCX; MRVL; NVDA; Q; TSM,002436.SZ; 002463.SZ; 002916.SZ; 300054.SZ; 300476.SZ; 600183.SS; 603228.SS; 688019.SS; 688120.SS; 688300.SS; 000938.SZ; 000977.SZ; 002156.SZ; 002371.SZ; 002409.SZ; 300236.SZ; 300346.SZ; 300604.SZ; 300666.SZ; 300870.SZ; 600206.SS; 601138.SS; 688012.SS; 688041.SS,68,86,2026-07-26T01:21:22.289991+00:00
edf79ff6cdee28f8,2026-07-24,news,Google News: US domestic semiconductor supply chain advanced packaging materials equipment,https://news.google.com/rss/articles/CBMi5wFBVV95cUxOR2tfV25MbW02b1dfalFyR3FGUzRSdU9maHEzUkgwc3RUSmJMU0NWcV9wWG83ejVyQmF2NnRBbG95X2RNQmRxYUU3RmhheTdSdlBSaXNKZHIxejhGanpNeW1XZ0g4VmNvbnZhTEFSNTVqTUdCNHV6cWRlU3F4RmtuUURJQWljcmhoNzFwaG42ZEJoc3FsSWZvaUtYQlZ2WnI4Y1R3a0hReEVRUk1CWUI3QUt4dDhmQUFoWTBMU2NlSGZhRk0zdV9yQU15MEZhM1FNUV9xcWlQYWZUYllTVTQxYTRCMFUtQUk?oc=5,AMAT vs. Q: Which Advanced Packaging Stock is a Safer Bet Right Now? - The Globe and Mail,AMAT vs. Q: Which Advanced Packaging Stock is a Safer Bet Right Now? The Globe and Mail,AI PCB and advanced packaging; Semiconductor materials and consumables,AMAT; NOW; Q,AMAT; AMKR; ANET; ASML; AVGO; DELL; ENTG; INTC; LRCX; MRVL; NOW; NVDA; Q; TSM,002436.SZ; 002463.SZ; 002916.SZ; 300054.SZ; 300476.SZ; 600183.SS; 603228.SS; 688019.SS; 688120.SS; 688300.SS; 000938.SZ; 000977.SZ; 002156.SZ; 002371.SZ; 002409.SZ; 300236.SZ; 300346.SZ; 300604.SZ; 300666.SZ; 300870.SZ; 600206.SS; 601138.SS; 688012.SS; 688041.SS,68,86,2026-07-26T01:21:22.289991+00:00
ffae9ed2d2037e08,2026-07-24,news,Google News: US domestic semiconductor supply chain advanced packaging materials equipment,https://news.google.com/rss/articles/CBMigwFBVV95cUxPUTF5cThvNVp6V0U5UGJVOHBlakM1d0d5bVUydV9uUUFoSGxkU200NXJGUEtESF9aa2JLeFJGYVZfWUtoT2RUS0FpcEpkWHg5MWlkRmpjMDJ1ZV9LZ2Z5VVliVTNPOXlrSGdYbUwtVEdKWmtVenozZHJ1VW01RGpzTmFjWQ?oc=5,Image Sensor Market Overview - Market Growth Reports,Image Sensor Market Overview Market Growth Reports,Physical AI and robotics; Semiconductor materials and consumables,,AMAT; ENTG; INTC; ISRG; LRCX; NVDA; Q; ROK; TER; TSLA; TSM,002050.SZ; 300054.SZ; 601689.SS; 688019.SS; 688120.SS; 002409.SZ; 002436.SZ; 002916.SZ; 300236.SZ; 300346.SZ; 300666.SZ; 600206.SS; 688041.SS; 688106.SS; 688256.SS; 688268.SS; 688300.SS; 688535.SS; 600111.SS; 000657.SZ; 300124.SZ; 688017.SS; 688322.SS,68,86,2026-07-26T01:21:22.289991+00:00
04d94c4f82f7472a,2026-07-24,news,Google News: US domestic semiconductor supply chain advanced packaging materials equipment,https://news.google.com/rss/articles/CBMi7AFBVV95cUxPUENkVG9LY2Z2WTZlcDZiLWRrUUw4NkhMeGhNVEs1Yms0ejNKVnhPUS1Oa09aa1BjTWs2T25KbDhBbUVfNjlCeHJydjZiNE1HNElWZnNyMkI0MWpsZVpRSXVYWDFWNHVQWnlLaTZoVncxVnVobjVuR3JIcVBkVFNjZ0FYcGhyVUUydmNCRXZCV3c3Z3pFdFYtYTBfLXBMa055bUhCTHlpWjFhZ3h2WlJQb2VxSDZNT1NTSkN6U2VOZkxpbHpDaFlQQktuWUZYQXdGUHJwbFlSbzVTbmgwQTRpRTN0NHhiVjltWEI4dg?oc=5,"Amid Surging AI Capital Expenditures, What Opportunities Emerge for Semiconductor Equipment and Components? This Salon Offers Frontline Insights - 富途牛牛","Amid Surging AI Capital Expenditures, What Opportunities Emerge for Semiconductor Equipment and Components? This Salon Offers Frontline Insights 富途牛牛",Semiconductor equipment and manufacturing; Semiconductor materials and consumables,,AMAT; AMKR; ASML; ENTG; INTC; KLAC; LRCX; Q; TSM; VECO,300054.SZ; 688019.SS; 688120.SS; 002156.SZ; 002371.SZ; 002409.SZ; 002436.SZ; 002916.SZ; 300236.SZ; 300346.SZ; 300604.SZ; 300666.SZ; 600206.SS; 688012.SS; 688072.SS; 688106.SS; 688268.SS; 688300.SS; 688535.SS,68,86,2026-07-26T01:21:22.289991+00:00
b9c2b0133fea0126,2026-07-24,news,Google News: AI data center liquid cooling power,https://news.google.com/rss/articles/CBMickFVX3lxTE9kTWJ2U1VkT3E0aUhkOVIwOVdhQjcwOWxHN3NUX3JUQ3ZVOWJTUjNDU0N3TE1zNXhuZ1NiaXpsMTBsNkR5TG9Qa1pXVGNOOUNJRUVZVDFCUWhmWnhpWmNpc0FtX1FBaDRISFAzLXhSbGluQQ?oc=5,U.S. Data Center Cooling Market Size to Reach USD 81.23 Billion by 2035 - Precedence Research,U.S. Data Center Cooling Market Size to Reach USD 81.23 Billion by 2035 Precedence Research,AI data center power and cooling,,BE; CAT; CEG; CVX; ETN; FLNC; GEV; LNG; NEE; OKLO; SMR; VRT,002028.SZ; 002837.SZ; 002851.SZ; 003816.SZ; 300499.SZ; 300602.SZ; 300870.SZ; 300990.SZ; 301018.SZ; 600875.SS; 601985.SS; 688676.SS; 920808.BJ,64,78,2026-07-26T01:21:22.289991+00:00
335f43da8a24bf7b,2026-07-24,news,Google News: co-packaged optics AI data center CPO,https://news.google.com/rss/articles/CBMi9wFBVV95cUxPQlhyWW1UM3FuY1FTNmozTHdjQjlpZ0VxNHRaTU1JZFd5bUF5Nk16NU90UG9lOUkyTUFBRi1WSlNySzQ1TGRTZ3R2OXZkLXhxRHh0cFRBQjI4ajJpNGp6eldEajJINi1sUlBEQXBLRHhWOGZ0SGxNT3NQcWtHVWxEbUtqSnBNU1VMbUdueVNCR1VUM2tQcDBmdmIwZHRlQWpZcW1fY2xvS2hFNkNxTzFoUjFfYXhMOTFxNGg0TF9vc21OekFwdmlacktqU3FmU3pNUjByZUg1ck9DRk9yNm9TaGdjbDc5ZzktRWdFWHZlbnR4ZlRLNkIw?oc=5,"“x”PO Technologies Accelerate Evolution, Reshaping the Optical Interconnect Landscape for AI Data Centers - Data Center Frontier","“x”PO Technologies Accelerate Evolution, Reshaping the Optical Interconnect Landscape for AI Data Centers Data Center Frontier",CPO and optical interconnect,,ANET; CIEN; COHR; CRDO; FN; GLW; LITE; MRVL; NVDA,000988.SZ; 300308.SZ; 300502.SZ; 000938.SZ; 002281.SZ; 002463.SZ; 300394.SZ; 688041.SS; 688256.SS; 688498.SS,64,78,2026-07-26T01:21:22.289991+00:00
4699906b9c0874d1,2026-07-24,news,Google News: co-packaged optics AI data center CPO,https://news.google.com/rss/articles/CBMinwFBVV95cUxPbG1zYjFaZnBqaENtVi1ETTVSZ1d3cGZ5QWFwV18xSndITHcxM0V4bTRSaTg4UVFuSDlmTzl4T1E3QVp2WXNWdWRseHVodVhpUmgyNUIxZ0c0MjlxSWxPdm9VWmRZQThJYUZNbVoxUDBuMEcxNGdwM3VrM25rd0JUSVRtNFNYbk9yRG85RTRrQWNFQ25VQ2VaMmdyVFFUS0E?oc=5,Is UMC's HyperLight Partnership a Game-Changer for AI Photonics - Kavout | AI,Is UMC's HyperLight Partnership a Game-Changer for AI Photonics Kavout | AI,CPO and optical interconnect,,ANET; CIEN; COHR; CRDO; FN; GLW; LITE; MRVL; NVDA,000988.SZ; 300308.SZ; 300502.SZ; 000938.SZ; 002281.SZ; 002463.SZ; 300394.SZ; 688041.SS; 688256.SS; 688498.SS,64,78,2026-07-26T01:21:22.289991+00:00
d100094032c0f32e,2026-07-24,news,Google News: long context inference serving KV cache AI,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1zNEIzMWhsLWh2WEtOQlUyT2l3eE0zWjZmbFE2VHNJNURGTHk2OFhMRzNDWnAzYnRZWGJhSnpTOUdMNmxCXzNMd0RzWGROQ3FFMjd3?oc=5,AMD Challenges NVIDIA's Full-Stack Barriers: Complete Insight into AMD AAI 2026 - 36 Kr,AMD Challenges NVIDIA's Full-Stack Barriers: Complete Insight into AMD AAI 2026 36 Kr,AI inference serving and networking,AMD; NVDA,AMD; AMZN; ANET; AVGO; CRDO; CRWV; GOOG; MRVL; MSFT; NBIS; NVDA; ORCL,002156.SZ; 002463.SZ; 300442.SZ; 688041.SS; 688256.SS,64,78,2026-07-26T01:21:22.289991+00:00
e081f9e9b8835715,2026-07-24,news,Google News: HBM AI server storage memory bandwidth,https://news.google.com/rss/articles/CBMiUEFVX3lxTFBjZk00RVppMmJ4VklhenVrX1RSczlRWHItYzNIZ1NINGRNc25XZHQ4djJpUHBISy1NRG0yVkZNTmRINTBISmhpX0FvMEZlcjFU?oc=5,From HBM to Cold Storage: Storage's Big Six at a Crossroads – What Will Drive the Next Bull Run? - odaily.news,From HBM to Cold Storage: Storage's Big Six at a Crossroads – What Will Drive the Next Bull Run? odaily.news,HBM memory and context storage,,AMD; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,64,78,2026-07-26T01:21:22.289991+00:00
4fb87a44cf433e4c,2026-07-24,news,Google News: HBM AI server storage memory bandwidth,https://news.google.com/rss/articles/CBMizAFBVV95cUxNT1NDV1p2MWhjanVOOWtzaE5CNkVpNVpzTlowaWFOMWVZb3JWSll5QlNyMXh3amdCMm4ycHRlSHYyNXNPSllVazk1d0xXSXc2b3RXNnRCMGxYaEw2SUhoY3Z2RU9UVHR5U25EY1NGaTFkQi0tbmdwdlpRNm5TbThkT2FwVm00UDE4Q0pjZk1HdDlXcThncWgycktEbjJkaGx0bTY5by0xSHFFY09LMklJQ1ZBcExFRkUwemEyLTZXRE1iejI1QmdaQ2p3YUE?oc=5,AI Chip Imports Eclipse PC and Phone Shipments as Memory Shortage Squeezes Consumers - Tech Times,AI Chip Imports Eclipse PC and Phone Shipments as Memory Shortage Squeezes Consumers Tech Times,HBM memory and context storage,,AMD; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,64,78,2026-07-26T01:21:22.289991+00:00
fb60f82e3d6dccb9,2026-07-24,news,Google News: HBM AI server storage memory bandwidth,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPamJhN3NuT0pKcUkzRGhUYURjd2FQSDlycG5KajZ3LXd6MzBsbC1yZEQ5alpGajNlRDh1Q3ZPcURteUdqVk1VX3VSdzJEVjBXcHNtZ0hFb3dpRkVBRmt1SExodV95VXhEOFNhSEVabDc1RDF2aFVnWGFpczFQd2RaeUtkdHlLM2JIQzJUUm94MWM4WElwM0R4d01mdHNQSTdkNHlvQ1ByTFAzVUZ5a2t6bHRTT2RzWkVR?oc=5,AMD AAI 2026: AMD Launches AMD Helios Rackscale Solution for Frontier AI - StorageNewsletter,AMD AAI 2026: AMD Launches AMD Helios Rackscale Solution for Frontier AI StorageNewsletter,HBM memory and context storage,AMD,AMD; MU; NTAP; NVDA; PSTG; SNDK; STX; WDC,001309.SZ; 301308.SZ; 603986.SS; 688535.SS; 000021.SZ; 002156.SZ; 002409.SZ; 300604.SZ; 688019.SS; 688041.SS; 688256.SS; 688300.SS; 688525.SS; 002436.SZ,64,78,2026-07-26T01:21:22.289991+00:00
