run_date,ticker,company,market,pool_presence,theme,chain_layer,mapped_us,why_now,source_strength_score,exposure_purity_score,paper_signal_score,novelty_score,sentiment_score,market_setup_score,risk_score,total_score,recommendation,review_status,supporting_signals,supporting_papers,price,change_percent,quote_timestamp,notes
2026-07-26,600875.SS,东方电气,A股,online_pool,AI data center power and cooling; AI inference serving and networking; HBM memory and context storage; Physical AI and robotics,中游,,How liquid cooling is redefining data centre efficiency - Business Review / U.S. Data Center Cooling Market Size to Reach USD 81.23 Billion by 2035 - Precedence Research / Liquid Cooling Becomes Mainstream for High-Density AI Data Centers - Indiatimes / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning / Error Certificates for KV-Cache Eviction via Randomized Design,20,13,15,10,10,5,5,78,already_in_pool,pending,27fb20ef8cd19f38; b9c2b0133fea0126; 559dab128c8262f7; b1e38a7cb7fd2a3c; e4a1e936e64defea; 9c6fd888ca80466d; fd208efa18c7b24c; 4f63d63b952842a9; b7cb1ea7c4d87199; 309541f1151325ac; b4e253d672ad3bf7; 48ab20ee10c2b1d3,2607.20833v1; 2607.21475v1; 2607.20723v1; 2607.20653v1; 2607.19876v1; 2607.19190v2; 2607.17715v1; 2607.17283v1,25.58,-7.8198,2026-07-24T01:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,601689.SS,拓普集团,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; Physical AI and robotics,下游,,"FLUX 3 Launches: Black Forest Labs Enters Video, Audio, and Physical AI in One Model - Tech Times / Image Sensor Market Overview - Market Growth Reports / VLA Still in Play, WAM Yet to Take Hold as Physical AI Remains Far from Settled - Gasgoo / Emergent Compositional Skills in Mixture-of-Experts VLAs / PhysCoRe: Physics-Corrected Residual World Models for Material-Aware Deformable Dynamics",20,13,15,10,10,5,5,78,already_in_pool,pending,9c6ac15f8eb85572; ffae9ed2d2037e08; 87a7c56a7b3bfa14; 2ca1a3d4e162e321; d4b266ceb78af9e5; e8792472ab3bda25; bdce3ee63c0cd611; fd208efa18c7b24c; 680e59606f04ddbd; 316d586babfa626b; 48ab20ee10c2b1d3; d366b2993382c284,2607.20771v1; 2607.20653v1; 2607.19876v1; 2607.19719v1; 2607.19343v1; 2607.19190v2; 2607.18709v2; 2607.18565v1; 2607.17521v2,45.62,-5.2937,2026-07-24T01:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,MRVL,Marvell Technology,美股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,MRVL,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / Emergent Compositional Skills in Mixture-of-Experts VLAs,20,13,15,10,10,5,5,78,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 335f43da8a24bf7b; 4699906b9c0874d1,2607.21535v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19343v1; 2607.19438v1; 2607.18722v2; 2607.19223v1; 2607.19058v1; 2607.17598v1,194.23,-7.2091,2026-07-24T13:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,000938.SZ,紫光股份,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,中游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Masked Visual Actions for Unified World Modeling / Is Progressive Disclosure All You Need for Long-Context Agents?,20,13,11,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 27fb20ef8cd19f38; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 335f43da8a24bf7b,2607.19343v1; 2607.17598v1,41.45,-2.3557,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,000977.SZ,浪潮信息,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,中游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Masked Visual Actions for Unified World Modeling / Is Progressive Disclosure All You Need for Long-Context Agents?,20,13,11,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 27fb20ef8cd19f38; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 5ff8d34e9125e51e,2607.19343v1; 2607.17598v1,85.31,-3.0127,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,002436.SZ,兴森科技,A股,online_pool,AI PCB and advanced packaging; AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage,上游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 04d94c4f82f7472a; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19343v1; 2607.19345v1; 2607.18565v1; 2607.18213v1; 2607.17715v1; 2607.17598v1,33.8,-2.5656,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,300054.SZ,鼎龙股份,A股,online_pool,AI PCB and advanced packaging; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,上游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections,16,13,15,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 04d94c4f82f7472a; bfc045e37a0e2186; a5f94cc19d2d3485; 8c9597a5cb9dcb14,2607.19343v1; 2607.18565v1; 2607.17598v1; 2607.17074v1,73.79,1.8917,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,300236.SZ,上海新阳,A股,online_pool,AI PCB and advanced packaging; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,上游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Masked Visual Actions for Unified World Modeling / Integrity-Gated Eco-CACC: Epistemic Admissibility for Cooperative Driving at Signalized Intersections,16,13,15,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 191c5917ec33b1c1; 3cb5613f5c09c0cb; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; ffae9ed2d2037e08; 04d94c4f82f7472a; bfc045e37a0e2186; a5f94cc19d2d3485; 8c9597a5cb9dcb14,2607.19343v1; 2607.18565v1; 2607.17598v1; 2607.17074v1,86.47,0.4064,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,300442.SZ,润泽科技,A股,online_pool,AI inference serving and networking; CPO and optical interconnect; HBM memory and context storage; Physical AI and robotics,中游,,VAST Data Expands Collaboration with AMD to Advance AI Infrastructure for the Inference Era - Carroll County Mirror-Dem… / AMD Challenges NVIDIA's Full-Stack Barriers: Complete Insight into AMD AAI 2026 - 36 Kr / Tensormesh and AMD Collaborate to Empower Fewer GPUs to Serve More Models - Yahoo Finance / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / Emergent Compositional Skills in Mixture-of-Experts VLAs,19,13,15,10,10,5,5,77,already_in_pool,pending,bb13f1911f1e170c; d100094032c0f32e; a3e8a65a3a8d17f3; cca67a7eb7b36c4f; adea3035d769539d; f74183ce00a6766c; 24b06efe30dfad15; 933b0b2e7fce3908; 680e59606f04ddbd; 3cb1edf87254bfe7; fa0f3103936464e0; 39756799b32b32ff,2607.21535v1; 2607.20771v1; 2607.20723v1; 2607.19771v1; 2607.20652v1; 2607.19973v1; 2607.19438v1; 2607.18722v2; 2607.19223v1; 2607.19058v1; 2607.17283v1; 2607.17299v1,64.8,-4.3825,2026-07-24T01:30:00+00:00,短线偏弱，可观察是否回撤提供更好位置
2026-07-26,300476.SZ,胜宏科技,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Masked Visual Actions for Unified World Modeling / Is Progressive Disclosure All You Need for Long-Context Agents?,20,13,11,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 27fb20ef8cd19f38; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 5ff8d34e9125e51e,2607.19343v1; 2607.17598v1,230.01,-3.7333,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,301308.SZ,江波龙,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / From HBM to Cold Storage: Storage's Big Six at a Crossroads – What Will Drive the Next Bull Run? - odaily.news / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,8,5,77,already_in_pool,pending,191c5917ec33b1c1; 3cb5613f5c09c0cb; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; 4b965e63fce18258; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 9c6fd888ca80466d,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19345v1; 2607.18213v1; 2607.17715v1; 2607.17598v1; 2607.17074v1; 2607.17283v1,370.01,-1.5538,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,603228.SS,景旺电子,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Inf… / Will Korea’s Gigawatt-Scale AI Factories Deal Redefine NVIDIA’s (NVDA) Infrastructure Narrative? - simplywall.st / SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom / Masked Visual Actions for Unified World Modeling / Is Progressive Disclosure All You Need for Long-Context Agents?,20,13,11,10,10,8,5,77,already_in_pool,pending,6a876e8517ebf59b; 642696e9e4c4feb6; 04aa4d78ce51c9fe; 27fb20ef8cd19f38; 191c5917ec33b1c1; 3cb5613f5c09c0cb; bb13f1911f1e170c; ce7467d37940fb4d; c1a2508bf025488c; 91a0973148b76890; edf79ff6cdee28f8; 5ff8d34e9125e51e,2607.19343v1; 2607.17598v1,74.6,1.0977,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,603986.SS,兆易创新,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / From HBM to Cold Storage: Storage's Big Six at a Crossroads – What Will Drive the Next Bull Run? - odaily.news / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,8,5,77,already_in_pool,pending,191c5917ec33b1c1; 3cb5613f5c09c0cb; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; 4b965e63fce18258; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355; 31366d3c50fb6513; e4a1e936e64defea; 9c6fd888ca80466d,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19345v1; 2607.18213v1; 2607.17715v1; 2607.17598v1; 2607.17074v1; 2607.17283v1,457.0,1.1151,2026-07-24T01:30:00+00:00,日内位置温和
2026-07-26,688535.SS,华海诚科,A股,online_pool,AI PCB and advanced packaging; AI data center power and cooling; AI inference serving and networking; CPO and optical interconnect,上游,,Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Beyond HBM: Samsung Targets the Next AI Battleground with Advanced Packaging and CPO - semivision / Image Sensor Market Overview - Market Growth Reports / Windowed-MTP: Removing the Full-Context Draft-KV Tax at Million-Token Context / REFACT: Adaptive Fact Restatement for Compact and Faithful Chain-of-Thought Reasoning,16,13,15,10,10,8,5,77,already_in_pool,pending,191c5917ec33b1c1; 3cb5613f5c09c0cb; ffae9ed2d2037e08; 04d94c4f82f7472a; e081f9e9b8835715; 4fb87a44cf433e4c; fb60f82e3d6dccb9; 4b965e63fce18258; a5f94cc19d2d3485; 24b06efe30dfad15; 736fcdb89a7e1f42; 7efc4d9fc21f8355,2607.21535v1; 2607.20833v1; 2607.21475v1; 2607.21447v1; 2607.21284v1; 2607.21067v1; 2607.19345v1; 2607.18565v1; 2607.18213v1; 2607.17715v1; 2607.17598v1; 2607.17074v1,103.5,1.7999,2026-07-24T01:30:00+00:00,日内位置温和
